A_known,A_learning,A_skill,A_streak,B_known,B_learning,B_skill,B_streak,label
8,7,1,57,8,5,1,28,0
4,3,1,8,11,2,1,52,0
1,4,3,72,11,6,1,96,0
5,1,2,37,6,2,2,15,0
2,11,2,69,10,1,1,59,0
2,7,3,83,4,1,2,42,0
8,2,2,79,7,1,1,30,0
1,4,3,72,1,4,2,83,1
4,11,2,18,4,8,1,45,0
8,5,1,42,8,5,2,66,1
6,3,1,66,6,3,1,96,1
1,7,1,8,11,8,1,57,0
1,11,1,32,1,5,1,68,0
1,10,3,33,10,1,3,6,1
9,5,1,70,9,5,3,17,1
5,4,3,88,7,1,1,30,0
10,11,3,80,2,1,3,47,0
5,9,2,35,9,5,3,27,1
9,10,3,65,9,10,2,30,1
7,4,3,52,4,7,3,75,1
2,1,3,26,9,11,3,74,0
5,2,3,46,6,4,1,65,0
5,6,2,57,4,7,1,72,0
9,7,2,40,1,4,1,57,0
8,4,3,63,4,8,3,68,1
8,7,1,82,8,7,3,41,1
11,7,2,53,3,6,3,46,0
5,7,3,91,9,4,2,90,0
10,11,3,25,10,11,3,90,1
10,3,2,72,10,3,2,46,1
3,2,3,87,2,5,2,33,0
10,8,3,31,8,9,1,57,0
11,6,1,23,11,6,2,21,1
6,1,1,79,6,5,2,1,0
2,1,3,26,2,1,2,6,1
5,1,2,37,7,8,1,28,0
2,1,3,47,1,2,2,73,1
10,2,3,89,10,2,2,10,1
11,9,2,16,8,4,1,3,0
3,8,1,11,3,8,1,36,1
8,7,1,57,5,3,2,2,0
6,7,3,31,9,6,2,31,0
11,5,1,67,5,11,1,90,1
7,4,2,39,2,9,2,47,0
7,1,2,61,7,5,3,100,0
10,7,3,30,4,1,1,35,0
8,10,3,9,6,1,3,54,0
9,3,2,32,9,8,1,56,0
7,11,3,46,6,9,2,13,0
11,6,1,95,2,1,1,1,0
7,5,3,100,11,5,1,67,0
6,3,2,77,3,6,3,46,1
7,8,1,28,6,5,3,44,0
8,2,1,74,8,1,3,93,0
11,2,2,63,2,7,3,83,0
3,10,1,5,1,3,3,69,0
8,4,1,71,8,4,2,47,1
11,8,2,15,4,2,2,63,0
10,8,1,63,8,10,1,18,1
4,2,2,63,2,4,3,33,1
9,6,2,1,5,9,1,86,0
11,10,2,55,1,6,1,55,0
9,2,1,48,3,1,3,65,0
3,11,2,99,11,3,3,7,1
2,10,2,11,2,6,3,71,0
4,6,3,3,8,5,1,42,0
8,6,2,31,10,3,2,73,0
7,4,1,14,2,9,2,31,0
3,8,3,82,1,2,3,58,0
5,1,2,37,5,1,2,37,1
1,3,3,38,1,5,3,73,0
3,10,3,26,9,4,3,59,0
2,3,3,21,3,2,2,52,1
10,5,3,41,10,5,3,47,1
9,11,3,74,9,4,2,90,0
11,8,1,19,5,7,3,80,0
10,8,3,33,10,8,1,81,1
3,2,2,95,9,10,2,75,0
4,10,2,71,10,4,1,79,1
2,9,2,31,11,1,1,34,0
1,9,1,5,4,8,3,51,0
5,2,1,3,2,5,2,33,1
7,11,3,46,11,7,3,59,1
9,5,2,87,9,5,1,70,1
4,9,1,44,8,5,3,81,0
9,11,2,35,11,9,2,76,1
1,3,3,69,3,1,2,15,1
11,1,1,34,4,1,3,33,0
5,6,1,98,6,5,2,66,1
4,7,2,38,7,4,1,14,1
3,2,3,14,2,1,3,64,0
9,2,3,54,11,6,1,3,0
7,4,1,14,10,1,2,60,0
3,4,1,44,8,1,2,8,0
9,6,1,23,7,5,3,2,0
9,8,2,28,5,1,2,38,0
3,6,2,43,4,7,3,75,0
7,2,1,48,1,3,2,58,0
1,4,3,72,6,8,1,92,0
9,10,1,49,9,10,2,75,1
1,9,3,29,9,1,1,65,1
4,10,2,71,6,9,3,41,0
2,1,1,1,3,10,1,5,0
1,5,3,2,1,5,2,1,1
11,2,1,78,2,11,3,29,1
7,3,3,4,7,3,1,45,1
6,3,2,59,9,5,3,17,0
11,7,3,83,10,4,3,61,0
4,1,1,38,4,1,2,65,1
2,4,3,33,6,3,1,66,0
9,11,3,79,3,10,3,16,0
7,1,2,90,9,3,1,58,0
1,8,2,6,8,1,3,47,1
5,4,3,12,3,8,3,76,0
11,6,2,66,11,6,1,96,1
1,5,3,80,8,2,2,79,0
6,2,2,28,10,3,3,41,0
11,5,1,63,5,11,3,27,1
5,4,2,69,11,1,3,73,0
1,11,1,43,10,8,1,81,0
10,3,2,72,9,6,1,56,0
9,6,3,95,10,8,3,31,0
8,6,1,53,1,3,2,13,0
3,1,1,93,3,1,2,15,1
1,3,1,12,6,4,2,86,0
7,5,2,48,1,7,1,8,0
3,1,1,82,5,1,2,37,0
3,11,2,99,8,4,1,75,0
6,11,2,90,11,9,2,58,0
4,10,1,78,7,10,1,83,0
3,8,2,96,3,8,3,51,1
2,8,1,29,4,8,2,82,0
2,3,1,96,3,2,3,14,1
2,3,2,31,9,3,1,14,0
10,7,1,62,3,9,3,30,0
1,3,2,19,3,1,3,65,1
11,7,3,5,7,11,3,62,1
3,11,3,5,1,6,1,81,0
5,4,1,7,11,10,2,91,0
3,2,3,84,4,8,3,73,0
11,10,3,71,5,8,2,30,0
3,2,2,50,5,8,1,84,0
7,2,2,3,5,8,1,84,0
10,6,3,84,6,10,2,79,1
1,3,2,2,1,8,2,50,0
1,7,1,83,5,3,2,19,0
1,3,2,2,7,4,2,9,0
2,8,1,48,3,6,1,27,0
4,9,3,80,1,6,2,89,0
2,10,2,27,2,4,2,83,0
9,4,3,59,9,6,3,95,0
8,5,2,33,9,7,2,40,0
7,9,2,30,4,3,1,21,0
1,4,3,39,7,5,3,67,0
11,2,1,26,6,3,2,63,0
8,6,3,14,6,1,3,54,0
9,10,3,84,9,1,1,13,0
2,6,3,13,2,6,1,2,1
4,5,3,10,4,1,1,86,0
2,4,2,28,4,2,3,45,1
5,9,1,10,9,5,3,17,1
3,1,3,65,7,9,2,60,0
3,10,3,16,3,10,1,5,1
11,6,1,87,10,4,1,79,0
9,6,1,56,6,9,1,13,1
2,7,2,89,7,2,1,48,1
1,3,2,2,1,3,2,41,1
9,10,2,75,4,6,1,49,0
4,11,1,43,4,11,1,94,1
6,3,2,77,6,3,2,59,1
11,7,3,92,2,8,1,48,0
5,1,1,35,8,9,1,5,0
3,7,1,90,3,7,1,93,1
9,10,2,45,10,9,3,31,1
7,5,1,66,1,5,3,68,0
5,1,2,38,1,5,2,42,1
9,2,2,12,8,10,1,8,0
4,3,1,8,3,8,3,18,0
8,1,1,84,5,6,1,98,0
6,9,1,13,2,11,2,62,0
6,7,2,69,2,6,1,61,0
2,6,3,76,9,8,1,45,0
11,9,1,19,5,10,1,69,0
3,9,3,30,3,9,1,13,1
5,6,2,23,4,7,3,96,0
3,8,1,11,8,3,1,21,1
4,5,3,10,4,5,3,85,1
7,5,3,2,2,1,3,27,0
11,1,1,91,6,5,2,66,0
11,3,1,7,3,11,1,81,1
11,5,3,9,11,9,3,2,0
8,6,3,10,8,6,1,65,1
6,3,1,96,10,2,2,10,0
4,11,1,85,1,6,1,96,0
1,4,1,35,2,7,3,66,0
2,11,2,62,3,6,1,88,0
6,7,2,89,8,1,2,7,0
1,10,2,70,6,5,3,90,0
9,8,3,60,9,8,1,79,1
11,8,3,51,8,11,1,77,1
8,11,1,46,10,7,1,52,0
1,8,1,1,8,1,3,45,1
11,4,2,99,1,9,1,5,0
1,4,1,78,4,11,2,74,0
5,4,3,6,8,10,3,33,0
9,2,1,48,9,2,1,98,1
2,5,1,20,5,2,2,26,1
9,8,3,39,11,2,3,21,0
5,10,3,100,7,10,1,68,0
3,2,3,37,9,7,3,78,0
8,9,1,5,8,9,3,33,1
2,10,3,93,7,8,1,28,0
2,11,1,4,11,2,2,63,1
5,8,1,84,10,2,1,54,0
1,11,1,60,11,1,1,91,1
5,4,2,32,4,1,3,93,0
8,9,1,100,5,4,1,90,0
7,4,1,20,2,6,1,2,0
6,10,2,79,8,9,1,57,0
3,7,1,90,4,7,1,72,0
11,4,2,99,10,2,3,89,0
5,6,1,57,5,4,3,88,0
4,8,2,82,4,8,3,95,1
1,11,2,6,4,8,3,68,0
1,3,1,54,3,1,1,93,1
10,8,1,82,10,8,1,81,1
10,9,3,66,10,9,2,81,1
9,4,3,71,9,4,2,80,1
6,4,3,40,6,4,3,46,1
1,11,1,60,1,11,1,32,1
10,5,2,68,5,10,1,3,1
2,11,1,90,6,9,3,41,0
11,2,2,83,11,2,3,73,1
7,2,2,4,10,11,3,25,0
7,10,1,53,7,10,1,83,1
11,9,1,32,11,9,2,76,1
7,4,2,88,7,4,1,14,1
7,10,2,94,8,2,1,82,0
4,5,2,97,5,4,1,74,1
5,3,2,30,8,2,1,75,0
5,4,3,10,5,1,1,35,0
6,1,2,44,8,1,3,91,0
4,8,1,69,1,6,1,96,0
5,1,1,7,2,8,2,80,0
11,10,1,36,11,1,3,7,0
7,8,3,68,9,8,1,79,0
3,7,1,58,6,2,2,15,0
9,5,1,70,9,4,3,71,0
5,1,2,37,11,9,1,32,0
8,1,2,28,1,8,2,50,1
6,5,1,16,8,10,1,18,0
10,11,3,25,2,1,3,12,0
1,9,1,5,6,4,1,79,0
3,7,2,64,3,7,2,14,1
7,5,2,31,5,3,3,10,0
11,10,3,71,11,10,2,91,1
3,5,3,95,9,4,3,61,0
8,2,1,51,8,1,3,52,0
1,10,2,1,1,10,2,70,1
10,7,1,62,3,1,1,15,0
3,1,3,65,9,10,2,30,0
3,9,1,13,1,10,3,33,0
10,5,3,47,2,1,2,6,0
11,9,2,58,7,5,3,100,0
2,4,2,70,7,8,1,5,0
6,1,1,79,6,1,3,54,1
1,6,2,98,8,5,2,33,0
8,6,2,40,6,8,2,61,1
1,8,2,11,1,8,2,6,1
6,7,1,26,6,7,2,88,1
3,11,3,16,3,11,2,99,1
1,6,2,98,6,1,3,54,1
9,6,2,31,1,7,1,15,0
7,4,1,90,2,11,2,97,0
2,10,1,97,10,2,3,93,1
3,11,1,81,4,9,3,98,0
8,1,3,45,3,11,2,99,0
8,7,3,41,10,7,3,91,0
10,3,2,46,8,3,2,28,0
2,1,3,12,2,1,1,33,1
6,1,2,46,3,8,3,51,0
8,5,2,66,6,10,3,97,0
11,2,2,31,2,6,1,98,0
11,2,2,63,5,8,1,69,0
1,3,3,38,4,2,2,99,0
4,8,3,73,1,4,1,35,0
5,1,3,83,3,11,2,99,0
9,7,2,80,9,7,1,58,1
11,5,2,42,10,6,2,91,0
9,4,3,71,11,1,3,23,0
4,6,1,57,9,10,1,25,0
2,1,1,1,11,5,3,34,0
11,1,1,70,1,11,2,6,1
11,9,3,43,11,9,2,76,1
7,9,3,66,7,9,1,84,1
10,7,3,97,11,1,1,70,0
8,6,3,59,10,6,2,91,0
11,2,1,93,10,2,1,3,0
4,1,1,86,4,1,2,28,1
9,4,2,57,8,1,3,45,0
6,2,3,81,10,7,1,79,0
2,6,1,98,9,4,3,71,0
2,8,2,62,8,2,1,82,1
6,1,1,79,5,8,2,30,0
6,5,2,1,2,6,1,61,0
3,6,2,81,3,6,2,43,1
1,8,2,11,3,8,3,76,0
3,8,2,66,8,5,2,41,0
9,3,1,58,11,10,3,42,0
10,1,1,34,7,5,2,48,0
1,8,2,6,6,11,3,74,0
11,1,1,34,6,10,3,43,0
6,5,3,90,2,7,1,28,0
9,5,3,27,9,7,1,40,0
10,4,2,83,11,10,3,42,0
4,8,3,68,2,5,1,65,0
8,5,2,89,2,10,3,89,0
11,7,3,73,7,11,1,87,1
2,7,3,32,8,10,2,94,0
9,8,1,56,9,8,1,5,1
8,4,1,75,4,8,1,31,1
3,4,1,44,11,5,3,34,0
3,4,3,47,9,1,2,35,0
11,2,1,91,10,6,3,25,0
6,4,2,94,4,6,3,3,1
6,3,2,77,3,6,2,75,1
4,10,2,48,2,10,2,11,0
9,5,1,74,5,9,1,10,1
8,4,1,75,11,1,3,7,0
8,1,3,52,9,6,3,95,0
6,7,1,60,3,6,2,43,0
11,2,2,63,2,11,1,90,1
4,8,1,69,8,4,2,2,1
2,1,3,42,1,4,2,9,0
9,6,1,54,8,10,3,73,0
10,3,2,72,8,3,3,35,0
8,1,3,47,6,7,2,24,0
11,2,2,83,8,10,1,18,0
9,11,1,9,7,2,3,82,0
10,7,3,30,7,10,1,53,1
6,4,3,86,4,1,2,79,0
9,2,2,61,9,6,2,31,0
7,1,1,6,7,1,2,61,1
7,5,3,75,11,6,2,55,0
9,6,3,67,11,2,2,63,0
4,3,1,5,4,3,1,8,1
1,9,3,24,8,6,2,8,0
6,3,1,4,11,7,3,83,0
11,2,3,21,4,1,2,49,0
3,9,3,30,10,2,2,43,0
4,8,1,31,11,3,2,35,0
4,7,1,3,7,4,1,14,1
7,8,1,58,8,7,2,4,1
2,6,1,2,6,2,3,81,1
4,1,1,35,1,4,3,72,1
4,1,3,33,4,1,3,26,1
3,8,3,51,1,8,1,94,0
5,4,1,74,5,4,1,7,1
4,11,1,43,10,3,1,80,0
10,8,3,33,2,8,1,48,0
7,5,3,2,1,7,3,95,0
6,3,1,74,2,6,3,36,0
11,9,2,76,3,1,1,93,0
7,4,1,20,5,9,2,40,0
10,11,3,25,1,9,1,81,0
2,11,3,35,2,3,3,12,0
11,8,3,51,1,4,1,6,0
5,8,3,81,5,8,3,74,1
8,1,3,47,8,10,1,39,0
5,4,3,12,1,5,1,68,0
11,2,1,26,9,11,1,9,0
6,1,3,93,9,11,3,81,0
11,1,3,76,1,11,2,91,1
2,5,2,76,8,3,2,28,0
7,8,3,100,3,9,3,30,0
9,2,1,71,2,9,3,75,1
6,7,2,88,7,6,3,92,1
6,5,3,44,6,7,3,31,0
5,9,2,35,7,6,1,15,0
1,7,1,52,5,4,3,88,0
9,1,1,81,11,1,1,70,0
8,9,1,100,9,8,1,79,1
2,11,1,90,11,2,1,52,1
7,5,3,72,3,6,2,81,0
6,3,2,59,6,3,1,74,1
7,10,1,68,9,2,3,31,0
1,8,2,50,10,3,2,46,0
2,8,2,81,2,8,1,54,1
11,2,3,5,3,6,2,31,0
5,2,1,3,5,2,1,70,1
3,10,3,16,3,10,1,5,1
8,9,3,33,2,1,1,33,0
10,11,2,67,11,10,1,36,1
8,9,1,5,9,8,1,5,1
1,4,2,83,1,4,1,35,1
2,5,1,20,9,10,2,30,0
7,4,2,5,1,10,3,33,0
1,2,2,39,2,1,3,64,1
10,5,1,84,9,2,1,22,0
11,2,2,31,2,11,2,62,1
8,10,3,16,2,9,3,75,0
10,8,2,65,10,8,2,87,1
5,6,2,23,6,5,2,60,1
2,10,2,11,10,2,2,43,1
7,4,1,90,4,7,1,47,1
10,4,1,79,3,9,1,71,0
8,6,3,17,1,6,1,81,0
10,7,3,61,6,7,2,69,0
1,8,1,22,8,1,3,12,1
7,4,1,14,1,10,3,32,0
10,9,1,33,6,2,3,40,0
8,2,1,75,8,2,1,51,1
1,9,3,24,5,10,1,3,0
3,7,3,17,9,11,1,65,0
7,5,3,2,11,6,2,82,0
1,7,3,41,11,7,3,85,0
1,11,1,60,6,7,2,24,0
7,1,3,7,1,6,2,89,0
11,5,1,47,6,4,3,40,0
7,5,1,65,11,4,3,40,0
9,1,1,61,1,4,2,9,0
6,1,1,79,8,10,2,67,0
9,11,1,65,3,11,3,5,0
2,7,3,53,6,2,1,69,0
3,2,3,37,3,2,2,79,1
1,2,3,58,7,8,2,27,0
2,3,1,96,3,2,3,13,1
6,3,2,77,3,6,2,43,1
2,6,3,36,9,6,2,1,0
11,10,1,19,8,5,3,81,0
11,3,1,14,4,2,3,41,0
2,4,2,64,4,1,2,61,0
2,8,2,81,2,8,2,26,1
4,1,2,42,6,9,2,13,0
9,3,3,77,3,2,2,79,0
7,9,2,30,11,2,3,6,0
8,10,3,33,8,10,1,19,1
9,10,1,37,6,10,3,85,0
8,10,1,8,4,7,3,96,0
2,10,1,33,2,10,2,11,1
6,10,1,83,10,6,1,9,1
10,8,2,29,8,10,1,19,1
8,5,3,81,1,2,2,39,0
7,8,3,100,3,11,1,81,0
11,8,1,73,11,8,2,13,1
6,2,2,59,2,6,2,87,1
8,11,3,52,9,6,1,13,0
8,7,3,3,7,8,3,100,1
6,7,2,69,7,6,1,15,1
6,7,1,26,6,7,1,1,1
9,8,3,39,9,8,1,56,1
3,10,1,5,2,4,3,88,0
8,5,2,89,8,5,3,88,1
1,2,3,21,8,10,3,73,0
2,3,3,21,9,10,3,84,0
8,5,2,89,6,2,1,69,0
3,4,3,44,2,10,2,51,0
6,5,2,60,6,5,3,44,1
4,5,2,48,5,4,1,74,1
9,7,3,78,2,4,2,28,0
6,2,3,81,9,6,2,98,0
3,2,3,14,3,2,2,52,1
10,2,3,68,8,5,1,53,0
1,3,2,19,2,5,1,20,0
1,7,2,46,5,7,3,98,0
8,4,1,3,4,8,3,51,1
6,3,1,29,8,4,2,2,0
9,7,1,85,9,7,3,91,1
5,7,3,91,7,3,1,69,0
4,7,2,66,11,3,1,14,0
3,6,1,27,10,6,2,91,0
11,2,1,52,11,2,3,40,1
9,11,2,35,11,9,3,62,1
2,10,2,89,2,10,2,27,1
7,5,3,72,5,1,1,50,0
2,6,2,23,9,2,1,48,0
11,5,1,63,1,3,1,12,0
11,2,1,93,8,11,1,77,0
11,2,2,72,7,6,1,46,0
8,3,1,14,8,1,1,80,0
5,8,1,69,5,8,2,30,1
9,6,1,50,6,9,2,39,1
6,9,3,46,9,2,3,54,0
3,6,1,15,2,9,2,47,0
11,9,3,62,9,11,1,9,1
3,8,3,51,3,8,2,66,1
9,1,1,61,9,1,1,81,1
6,9,1,13,1,3,1,70,0
4,5,2,48,8,3,1,21,0
2,6,2,77,10,9,2,72,0
3,2,2,79,2,3,2,31,1
8,7,1,82,7,8,2,56,1
1,6,1,92,6,1,2,46,1
8,6,3,59,8,6,2,31,1
10,1,2,46,11,6,2,82,0
5,8,3,70,8,5,3,88,1
1,8,1,1,5,4,1,90,0
4,1,2,65,1,7,1,52,0
8,6,3,59,6,8,1,96,1
5,1,1,35,5,4,1,7,0
4,8,1,69,4,8,3,95,1
6,2,2,15,5,3,1,91,0
9,5,3,84,9,11,3,81,0
11,8,2,13,10,4,1,79,0
5,8,3,70,11,8,2,17,0
7,1,2,90,7,1,1,6,1
8,6,2,85,9,10,2,30,0
9,7,1,88,4,2,3,41,0
1,10,2,1,4,11,2,18,0
1,3,1,12,6,3,2,63,0
10,11,3,25,6,2,2,15,0
4,9,3,80,4,9,3,94,1
2,5,2,64,2,5,1,20,1
9,2,2,12,2,9,3,81,1
7,1,3,70,11,6,1,96,0
5,8,3,81,1,3,1,12,0
9,1,1,13,5,9,1,86,0
2,7,3,78,9,4,2,94,0
6,8,2,1,8,6,2,53,1
5,9,2,35,9,5,2,45,1
1,8,1,22,10,5,3,47,0
3,4,2,67,5,3,2,20,0
11,7,3,84,1,4,1,35,0
1,10,3,33,1,10,2,2,1
1,11,2,30,11,1,3,73,1
5,4,3,12,4,11,1,12,0
7,2,1,48,9,4,3,71,0
5,3,2,19,11,10,3,42,0
7,11,1,40,7,11,3,62,1
2,1,2,6,9,3,3,55,0
11,9,3,2,11,9,3,8,1
3,2,2,52,9,2,2,61,0
1,4,2,9,4,1,2,65,1
9,11,3,65,6,11,1,69,0
5,4,1,90,7,9,2,19,0
5,2,1,62,10,8,1,56,0
2,11,1,90,11,2,2,31,1
6,1,1,85,6,1,2,44,1
7,10,1,82,9,3,2,32,0
1,4,2,9,1,4,1,57,1
4,11,1,43,6,7,2,69,0
1,6,2,75,10,7,3,91,0
7,3,3,4,10,8,1,63,0
7,4,2,39,7,4,3,52,1
11,1,1,34,7,6,3,92,0
11,5,1,67,1,8,1,22,0
8,2,1,51,10,9,3,25,0
10,3,2,72,10,3,1,80,1
8,1,3,47,8,1,3,100,1
3,6,1,15,11,6,2,18,0
7,2,1,48,10,6,3,84,0
10,9,3,25,7,10,1,53,0
9,4,2,57,9,4,2,90,1
5,4,2,32,6,7,2,69,0
1,8,1,94,11,3,2,35,0
6,9,2,13,5,3,2,19,0
9,6,1,54,9,6,2,98,1
3,8,1,36,8,3,3,35,1
6,10,2,64,6,1,3,54,0
6,3,2,70,9,7,1,58,0
8,10,1,18,11,8,2,19,0
1,8,3,5,8,1,3,12,1
4,1,1,38,4,1,3,93,1
5,2,3,69,2,11,2,62,0
2,10,3,89,10,2,2,10,1
2,11,3,29,11,2,1,91,1
7,10,2,94,9,1,1,65,0
5,8,3,81,5,8,3,91,1
6,7,1,1,6,7,2,26,1
11,3,1,14,5,6,2,23,0
2,9,3,81,2,9,3,68,1
4,1,1,86,4,1,3,44,1
3,11,3,5,1,3,2,2,0
7,4,2,24,7,4,2,39,1
1,11,2,75,1,11,2,30,1
10,7,1,86,7,8,2,65,0
2,3,3,21,7,2,1,48,0
8,2,1,82,2,8,2,81,1
9,7,1,58,10,9,3,31,0
1,3,2,13,10,4,3,61,0
2,9,3,81,11,9,3,43,0
11,5,2,63,11,2,1,93,0
2,4,3,65,2,4,2,98,1
9,7,1,88,7,9,2,30,1
3,9,2,87,5,7,3,80,0
2,4,2,56,4,2,3,41,1
10,9,2,72,11,2,1,52,0
7,9,2,30,9,7,3,91,1
11,1,3,70,11,8,1,19,0
7,5,3,67,5,7,3,80,1
6,4,2,94,11,7,2,53,0
11,6,2,82,6,11,3,46,1
4,8,2,69,11,1,1,28,0
10,7,3,91,5,8,3,39,0
6,10,1,48,10,6,1,9,1
8,4,2,47,11,2,3,73,0
6,7,2,24,6,7,2,88,1
7,3,1,45,2,8,1,54,0
11,1,1,28,10,3,2,56,0
10,6,1,9,2,5,2,33,0
10,7,3,40,7,10,2,7,1
7,8,1,5,7,8,3,8,1
11,2,2,55,5,10,1,3,0
10,11,3,80,5,8,3,70,0
5,8,1,69,11,5,2,49,0
9,3,1,67,8,10,2,67,0
1,8,1,1,6,10,3,85,0
2,10,2,51,10,2,3,89,1
11,7,3,73,1,4,2,9,0
11,8,1,57,8,11,1,46,1
2,10,2,89,10,6,1,86,0
1,11,1,60,11,1,1,28,1
1,4,3,72,11,9,3,2,0
10,7,3,40,7,6,3,92,0
9,10,1,49,10,9,2,81,1
2,6,2,13,8,10,3,73,0
4,10,1,55,4,10,3,7,1
4,8,3,13,4,2,1,57,0
1,11,1,32,11,1,3,23,1
1,7,1,6,7,5,1,65,0
8,10,1,19,11,10,3,66,0
3,1,1,15,3,1,1,82,1
7,9,1,13,5,3,1,91,0
9,3,1,67,4,11,2,71,0
1,5,1,68,7,1,1,6,0
6,4,2,5,11,2,2,31,0
11,8,1,57,8,6,2,8,0
5,1,1,35,5,1,2,37,1
3,9,2,11,1,9,3,29,0
8,1,2,8,8,1,3,91,1
4,6,3,46,6,4,2,86,1
7,11,3,46,10,9,1,68,0
4,3,1,21,11,8,3,51,0
3,6,2,43,10,11,3,43,0
4,7,1,3,7,4,2,39,1
10,4,3,61,5,9,1,10,0
6,9,1,13,5,11,3,27,0
2,7,3,32,7,8,3,42,0
3,10,3,16,10,7,1,13,0
1,4,2,83,1,4,1,6,1
10,8,2,29,9,2,3,31,0
9,5,3,17,3,11,2,22,0
1,11,1,32,1,11,2,6,1
1,4,2,9,5,10,1,69,0
8,2,1,75,4,8,2,69,0
4,10,3,7,4,10,1,78,1
10,7,1,16,7,10,1,83,1
8,1,2,28,4,8,2,29,0
6,1,1,25,9,3,3,77,0
11,5,3,9,3,11,2,99,0
10,4,1,79,7,5,2,74,0
4,1,1,86,1,7,1,6,0
2,4,3,88,11,8,1,57,0
11,8,1,19,11,8,2,17,1
4,5,3,31,8,7,1,57,0
11,2,2,31,2,6,3,46,0
9,1,1,75,9,1,1,61,1
10,11,3,25,3,6,1,15,0
11,4,1,74,5,2,1,3,0
9,6,2,98,3,1,1,82,0
9,3,2,32,10,8,3,31,0
4,5,3,31,6,8,2,61,0
8,7,2,4,8,10,3,73,0
1,3,2,19,1,3,2,13,1
6,3,2,63,9,4,3,61,0
9,3,1,14,3,9,1,71,1
1,10,3,33,11,9,2,58,0
5,3,1,37,7,9,2,60,0
9,6,2,31,3,8,3,18,0
10,11,3,90,1,5,2,70,0
8,10,2,67,10,8,3,31,1
2,1,3,42,1,2,2,73,1
11,1,3,23,11,1,1,70,1
9,10,2,45,9,10,1,49,1
11,4,1,74,4,11,2,74,1
10,6,2,91,1,6,2,69,0
8,5,1,50,8,5,2,89,1
8,4,1,24,6,7,3,31,0
3,1,3,50,7,2,3,93,0
1,5,2,70,11,7,1,32,0
11,1,3,70,6,9,1,13,0
8,2,2,79,1,11,1,60,0
2,6,3,36,9,1,2,35,0
2,4,2,27,2,6,1,2,0
5,3,2,20,3,10,3,73,0
10,6,1,86,6,10,1,43,1
9,5,1,74,4,9,1,68,0
9,6,2,88,6,11,2,90,0
1,11,2,75,2,1,3,26,0
4,1,1,62,1,10,2,2,0
4,3,1,5,3,4,2,29,1
2,6,1,2,2,4,2,64,0
10,8,1,56,11,2,1,91,0
11,3,2,35,3,11,3,5,1
5,8,3,70,8,5,1,50,1
9,5,1,74,5,9,1,86,1
4,11,1,43,4,11,2,71,1
2,1,1,1,11,4,1,74,0
11,6,2,55,8,11,1,77,0
7,1,2,40,3,4,1,23,0
2,1,3,47,9,5,1,22,0
1,10,2,70,1,10,3,32,1
9,6,2,1,1,11,2,75,0
8,11,3,52,8,11,2,52,1
11,4,3,87,11,9,3,43,0
4,3,2,3,8,4,1,24,0
9,8,2,28,7,5,3,75,0
2,5,1,65,8,10,2,67,0
9,7,2,80,10,6,3,25,0
1,11,1,32,8,10,1,17,0
1,11,1,43,1,11,1,55,1
3,6,2,75,6,3,2,63,1
10,3,3,49,5,3,1,11,0
11,7,3,5,7,11,1,87,1
2,6,2,6,4,3,1,8,0
2,9,3,81,2,9,3,68,1
8,5,2,66,4,10,3,7,0
9,2,2,12,6,9,3,41,0
6,8,1,92,4,10,3,72,0
11,5,1,67,11,5,2,63,1
11,7,3,62,11,7,2,53,1
7,5,1,65,8,1,3,93,0
6,4,2,86,6,2,3,81,0
9,8,3,60,10,8,2,29,0
6,3,2,63,8,6,2,53,0
11,5,1,67,9,3,2,12,0
10,1,2,60,5,3,2,47,0
11,5,1,63,8,3,2,28,0
8,11,1,77,11,2,2,63,0
6,3,1,4,7,6,1,15,0
11,1,1,28,6,2,2,59,0
5,3,3,48,3,5,2,22,1
7,4,2,88,7,4,2,9,1
9,1,2,10,7,9,2,60,0
6,11,2,90,1,3,2,4,0
1,4,3,72,7,5,3,2,0
11,7,3,84,11,7,3,5,1
4,2,2,72,7,2,2,3,0
11,10,1,36,1,10,2,2,0
9,5,3,84,5,9,2,40,1
11,7,3,92,8,10,2,6,0
7,2,3,93,7,2,3,82,1
3,7,3,7,3,7,2,14,1
2,3,3,21,10,9,2,13,0
11,10,3,71,11,3,3,36,0
3,4,1,44,1,7,3,95,0
10,5,3,47,10,5,2,40,1
3,7,2,64,7,3,2,82,1
11,9,1,32,9,11,3,79,1
9,7,1,58,4,8,1,31,0
4,6,2,33,2,5,2,76,0
4,11,1,43,6,11,3,74,0
10,7,1,86,10,7,1,16,1
4,9,3,80,9,4,3,7,1
11,5,3,37,3,8,3,70,0
4,9,2,94,4,9,3,80,1
9,2,3,54,6,2,2,15,0
4,7,2,66,4,7,1,3,1
11,1,3,23,10,1,1,34,0
9,3,3,77,2,8,1,48,0
1,7,1,83,7,1,1,6,1
10,9,3,25,6,4,1,51,0
1,5,2,42,6,4,3,46,0
6,3,1,66,2,7,3,83,0
11,9,1,32,2,7,3,66,0
10,4,3,67,1,9,3,58,0
2,9,3,39,6,10,1,83,0
8,1,1,84,8,1,1,84,1
5,2,3,46,5,2,2,26,1
7,6,1,15,2,5,2,76,0
7,3,1,64,3,7,1,93,1
11,9,3,62,9,11,3,81,1
8,4,1,26,11,2,2,83,0
4,1,3,93,10,9,2,13,0
4,11,1,12,4,11,1,85,1
